speaker,text,target,sentiment,category,summary
정규민,이래서는 안돼.,,negative,갈등,정규민이 현재 상황에 대한 부정적인 감정을 드러냄.
김태이,뭐가 안되는데 정답!,,neutral,statement,김태이가 '뭐가 안되는데 정답!'이라고 말함
정규민,어제 어제? 어 엑스룸 갔어?,이나연,neutral,information_seeking,정규민이 상대방에게 어제 엑스룸에 갔었는지 질문하는 발화
김태이,어..,,neutral,none,"단순한 감탄사로, 특정 감정이나 의도를 내포하지 않음"
정규민,넌 나는 안 갔어.,정규민,neutral,statement,정규민이 특정 장소에 가지 않았다는 사실을 언급하는 발언.
김태이,아\~\~ 나도 안 갔어 넌 왜 안 갔어? 본인?,,neutral,question,"상대방에게 특정 장소에 가지 않은 이유를 묻고, 본인에 대해서도 질문하는 발언"
정규민,나는 비밀이야.,정규민,neutral,self_description,자신을 비밀이라고 표현하며 특정 감정이나 관계성을 드러내지 않음
김태이,그럼 나도 비밀이야.,,neutral,statement,화자(김태이)가 비밀을 가지고 있음을 간접적으로 드러내는 발언
정규민,아니 이게 규칙이 나는 비밀인데 너는 말을 해야 돼.,,neutral,rule_explanation,"규칙에 대한 설명으로, 본인은 비밀을 지켜야 하지만 상대방은 말해야 한다는 내용."
김태이,그런 규칙을 누가 만들었는데? 난 여기 오는 것도 몰랐구먼 그러니까 너는 모르는 규칙이 있는 거야 아\~\~ 너 진짜 말 안 듣는다.,,negative,불만,규칙에 대한 불만과 상대방에 대한 불만을 표현함.
이지연,뭔가 둘이 잘 어울리는데?,,positive,observation,두 사람이 잘 어울린다고 긍정적으로 평가함
이지연,둘이 귀엽다 완전 귀엽다 티키타카가 좋은 것 같아요 둘이 너 진짜 말 안 듣는다.,,positive,observation,다른 두 사람의 티키타카가 잘 맞는 모습이 귀엽다고 언급하며 긍정적인 감정을 표현함.
김태이,아 나는 솔직히 근데 별로 안 궁금했어 그 엑스의 심정이 음\~\~ 그리고 더 솔직하게 말해주면 음. 이제 궁금한 게 딱히 없어 엑스랑은 얼마나 만났어?,김태이,negative,attention,"김태이는 X에 대한 심정에 별로 궁금하지 않았다고 말하며, X에 대한 궁금증이 없다고 언급한다. X와의 교제 기간에 대한 질문을 한다."
정규민,그거는 말해줄 수 없지 오 그거는 말해줘야 되는데 내가 싫어 알겠어.,정규민,negative,self,자신의 감정을 드러내기 싫어하는 발언
정규민,그럼. 이제는 좀 말해주라.,,neutral,uncategorized,상대방에게 무언가를 말해달라고 요청하는 발언
김태이,말에 대답할 것 같은 질문을 해봐 X랑 왜 헤어졌어?,mention_x,negative,relationship,"전 연인(X)과의 헤어진 이유에 대한 질문으로, 과거의 부정적인 경험을 상기시키고 관계에 대한 궁금증을 나타냄."
김태이,그냥 다른 연인들 헤어지는 것처럼 헤어졌지 예를 들면 그냥 뭐 성격 차이 헤어졌지 뭐 차인 거 아니야? 됐어.,김태이,negative,attention,"김태이는 과거 연애에 대해 성격 차이로 헤어졌다고 언급하며, 차인 것이 아니라고 부인한다."
정규민,ㅎㅎㅎㅎㅎ 그럴 것 같았어. 너무 말을 안 해주니까 나왕 아핳 어딨어?,,neutral,unclassified,정규민이 상대방이 말을 안 해주는 상황에 대해 언급하며 웃음
정규민,비밀이라고 하시고 또 절대 안 알려주시는 거예요 생각보다 장난기가 많은 사람이라고 느꼈어요 평소에 관심 있는 게 있어?,,neutral,relationship,"정규민이 상대방에게 상대방의 성격에 대한 인상을 말하고, 관심사를 묻는 발언이다."
김태이,나아 우주 좋아해 우주? 어.,,positive,interest,김태이가 우주에 대한 호감을 표현하며 상대방의 의견을 묻고 있다.
정규민,어? 블랙홀 평행 우주 이런 거? 아니 뭐. 양자역학? 어!,,neutral,general,"블랙홀, 평행 우주, 양자역학 등 과학적 주제에 대한 단순 언급."
정규민,워!,,neutral,none,감정이나 특정 대상에 대한 언급이 없는 단순한 감탄사
박원빈,우와! 공통이에요? 나훈 씨도 좋아한대요?,,positive,reaction,"박원빈이 '나훈'이라는 인물에 대해 긍정적인 반응을 보이며, 호감을 표현하고 있다."
이지연,공통으로 얘기한 거잖아. 그냥. 편안해. 진짜 동시로 말한 거죠. 우와!,,positive,general,대화가 편안하고 동시에 말이 통하는 상황에 대한 긍정적 반응
이지연,양자역학을?,,neutral,none,"이지연이 양자역학에 대해 언급했지만, 감정이나 특정 인물에 대한 언급은 없습니다."
박원빈,"뭔가 이제 태희 씨가 숨을 좀 쉴 것 같은데, 아니 뭐 양자역학?",김태이,neutral,observation,김태이가 편안해질 것 같다는 추측과 양자역학이라는 단어 언급.
정규민,어!,,neutral,response,상대방의 부름에 대한 단순한 반응
정규민,동시에 얘기했지?,,neutral,uncategorized,상대방과 동시에 말을 했다는 사실을 언급하는 발화
김태이,어 좋아.,,positive,emotion_expression,"""좋아""라는 직접적인 긍정 표현"
정규민,많이 깜짝 놀라서 아..,,neutral,none,"정규민의 발언은 특정 감정이나 대상에 대한 언급 없이 놀라움을 표현하는 짧은 감탄사로, 감정이나 의도를 파악하기 어렵습니다."
정규민,과학을 좋아해?,,neutral,question,상대방의 과학에 대한 선호도를 묻는 질문
김태이,과학도 좋아요.,,positive,preference,김태이가 과학에 대한 호감을 표현함.
정규민,"음, 그렇구먼 그렇게 계속 낯가리는 거 유지하고, 나한테만 마음을 열도록 해 귀여워.",,positive,attraction,정규민이 누군가에게 낯을 가리고 자신에게만 마음을 열도록 하는 모습이 귀엽다고 느낌.
이지연,미치겠다.,,negative,emotion_expression,이지연이 '미치겠다'라고 말하며 부정적인 감정을 표현함.
박원빈,너무 귀엽다.,,positive,애정표현,귀엽다는 감탄사를 통해 긍정적 감정을 표현함.
정현규,사실 안 보이니까 할 수 있는 거야.,,neutral,observation,정현규가 상황에 대한 자신의 생각을 표현하고 있다.
정현규,"처음인 것 같아, 태희 씨의 이 위의 어금니를 보니까 미역! 어, 미역니가 나왔잖아. 처음 봤어.",김태이,neutral,observation,태이의 어금니에 낀 미역을 보고 처음 봤다고 언급함
박원빈,약간 그런 러블리함에 터지는 웃음이라서 페이 씨의 웃음이 약간 지금까지 본 결이랑 좀 다른 것 같아.,김지수,positive,compliment,페이(김지수)의 웃음에 대한 칭찬 발언. 이전과는 다른 러블리함이 느껴진다고 언급함.
이지연,"시청해주셔서 감사합니다. 대희 님, 미친듯이 파이팅 하세요 그럼 이제 광태야.",,positive,encouragement,"시청자에게 감사 인사를 전하고, 대희와 광태에게 응원의 메시지를 전달함."
김태이,어? 강태?,김태이,neutral,name_reference,김태이가 '강태'라는 이름을 언급함
정규민,응. 고마워 대답해줘서 아 그래? 안녕!,,positive,greeting,상대방에게 감사 인사를 전하고 긍정적으로 대화를 마무리하는 발언.
김태이,안 돼. 가버려?,,negative,emotion_expression,상대가 떠나는 상황에 대한 부정적인 감정을 표현함.
정규민,음!,,neutral,response,"짧은 감탄사로, 특별한 감정이나 대상이 드러나지 않음"
김태이,나 가?,,neutral,none,김태이가 퇴장을 암시하는 발언을 함.
정규민,안녕!,,neutral,greeting,정규민이 인사말을 건넴
김태이,진짜 강제 퇴장?,,neutral,question,강제 퇴장에 대한 질문
김태이,잉?,,neutral,response,상대방의 말에 대한 단순 반응
김태이,안녕?,,neutral,greeting,김태이가 인사말을 건넴
김태이,이런 거 같이 놔도 되지? 감사합니다.,,positive,general,상대방에게 무언가를 줘도 되는지 묻고 감사 인사를 전하는 발화
정규민,3번.. 뭐야.. 감사합니다. 3번 뿐 대화가 되게 재밌었어요. 되게 친구처럼 편하게 장난치는 분위기가 좋았던 것 같아요. 양자역학 뽕!,,positive,impression,"3번과의 대화가 재미있었고 친구처럼 편하게 장난치는 분위기가 좋았다는 발언. 긍정적인 감정을 표현하며, 편안함과 즐거움을 느낌."
정규민,동시에 얘기했지?,,neutral,unclassified,상대방과 동시에 말을 했다는 사실을 언급하는 발언
김태이,시청해주셔서 감사합니다. 좋아.,,positive,방송,시청자에게 감사 인사를 전하며 긍정적인 감정을 표현함.
정규민,많이 깜짝 놀라서 아.. 제가 요즘 양자역할에 관심이 생겨서 혹시 몰라서 얘기했는데 동시에 얘기가 나와서 되게 신기했어요. 또 저는 관심사가 있는 사람? 자기가 어떤 것에 관심이 있는지 아는 사람이 좋아서 되게 좋았어요.,,positive,interest_and_attraction,"정규민은 양자역학에 대한 관심사를 공유하고, 관심사를 아는 사람에게 호감을 느껴 기뻐하고 있다."
이지연,안녕하세요. 얼굴이 왜 그래?,,neutral,question,상대방의 안색을 묻는 질문
남희두,뭐야? 왜? 머리 잘랐다.,남희두,neutral,appearance,남희두가 자신의 헤어스타일 변화를 언급하며 궁금증을 유발하는 발언을 함.
이지연,네.,,neutral,response,대화 시작에 대한 긍정적 응답
남희두,언니 어제 못 봤구나. 예쁘다. 잘생기지 않았어? 예쁘다.,,positive,compliment,상대방의 외모에 대한 칭찬을 표현하며 긍정적인 감정을 드러냄.
이지연,근데 너무 순진한 게 찾아온다고? 아 미치겠다!,이지연,negative,self_talk,이지연이 자신의 순진함에 대해 답답함을 느끼며 자조적인 반응을 보이고 있다.
박원빈,어리둥절하시잖아 혜윤 씨 지금 하필은 씨가 긴장하자마자 예뻐졌다 이러면서 칭찬을 했잖아요.,성해은,positive,칭찬,박원빈이 성해은에게 김태이가 긴장하자마자 예뻐졌다고 칭찬한 것에 대해 언급하며 어리둥절해함.
박원빈,토킹 룸에서의 대화로 혜은 씨에 대한 호감이 너무 늘어났어요.,성해은,positive,emotion_polarity,성해은에 대한 호감 증가를 표현함
정현규,진짜 재밌었던 것 같아요. 재밌긴 했어요.,,positive,general,정현규가 경험에 대해 긍정적인 감정을 표현함.
박원빈,너무 재밌다고 생각했던 것 같아요.,,positive,general,재미있었다고 말함
정현규,이 누나가 이러면서 진짜 대화가 중요하다는 게 느껴지시네요.,성해은,positive,relation,"정현규가 '이 누나'를 언급하며 긍정적인 감정을 드러내고, 대화의 중요성을 강조함."
남희두,아니 그 옷도 예쁘고 지금 확 갑자기 예뻐져서 나타났어.,,positive,칭찬,상대방의 외모가 예뻐졌다고 칭찬하며 호감을 표현하는 발언.
김태이,아니 얼굴 왜 그러냐고 화성이 됐어요.,,negative,appearance,김태이가 상대방의 얼굴 상태에 대해 부정적으로 언급하며 걱정하고 있습니다.
남희두,여기도 화상 입었고요.,남희두,neutral,self_disclosure,남희두가 자신의 화상 부위를 언급하는 발언
김태이,왜요?,,neutral,question,상대방에게 이유를 묻는 질문
남희두,고데기 하다가 예쁘려고. 진짜 미쳐버려.,남희두,positive,self_expression,자신의 외모에 대한 만족감을 표현하며 긍정적인 감정을 드러냄.
김태이,아니 뭐야 저녁 준비할 건데 장 보러 갈 거야 안 갈 거야?,,neutral,question,저녁 준비를 위한 장보기 계획에 대한 질문
남희두,갈 거야. 자 그럼 보러 갈 거예요 오오오 나는 가 가자.,,positive,initiative,보러 가자는 제안을 통해 긍정적인 감정을 표현하며 대화를 주도하려는 발화로 분석됨.
김태이,토 룸에서도 또한 때에 다가가려면 어떻게 해야 되냐라고도 물어봤기 때문에 들어갔죠.,,neutral,statement,김태이가 토 룸에서 다른 사람에게 질문을 받았음을 언급하는 발언이다.
김태이,너는 내가 너한테 좀.. 잘 해주고 싶어 하는 게 좀 불편해?,,negative,관계,"상대방이 자신에게 잘 해주는 것에 대한 불편함을 묻는 질문으로, 상대방의 호의에 대한 부담감이나 불편함을 느끼는지 확인하려는 의도가 담겨 있다."
김태이,근데 난 죽음 분양한 이 상황에 왜 갑자기 또 얘기를 하는지 모르겠어.,,negative,불만,죽음 분양이라는 상황에 갑자기 이야기를 나누는 이유에 대한 불만을 표현함.
김태이,너무 귀엽다 내 기분 상태가 왜 저런 기분 상태일지 생각해 왜 그런 거 같아요?,김태이,positive,self_esteem,자신의 귀여움에 대한 긍정적 감정 표현 및 이유에 대한 질문
김지수,응.,,neutral,response,상대방의 발화에 대한 단순한 동의 또는 긍정 응답
김지수,내가 물어봐 진짜.,,neutral,question,상대방에게 질문을 할 것인지 확인하는 발언
김태이,하실.. 너랑.. 찢던.,김태이,negative,emotion_polarity,찢었다는 표현에서 부정적인 감정이 느껴짐.
김태이,"예전부터 만났던 시간이 생각이 많이 났어, 그래서 힘들었어. 오늘 하루가 아, 너무 부끄러워.",김태이,negative,emotion_expression,과거 연애를 회상하며 힘든 감정을 느끼고 현재 부끄러움을 느낌.
